# GSE103092.analysis.more.ids3.Rmd 
# 1593285614 
# Input file: geo.datasets/GSE103092/GSE103092.txt 
"ID"	"adj.P.Val"	"P.Value"	"t"	"B"	"logFC"	"Gene.symbol"
"A_33_P3265016"	0.9378267	0.731	-0.3510984	-6.160367	-0.1653504	"PEX6"
"A_23_P42144"	0.9425522	0.749	-0.3265309	-6.168929	-0.1668565	"PEX6"
"A_33_P3412095"	0.4832773	0.0534	-2.1322885	-4.223774	-0.4220598	"PEX7"
"A_23_P93543"	0.2134376	0.00513	-3.3857206	-2.06498	-0.5263962	"PEX7"
"A_24_P98914"	0.9257638	0.682	-0.4191196	-6.133498	-0.1395289	"PFKM"
"A_33_P3268313"	0.9961858	0.985	0.019513	-6.223847	0.0042969	"PGAM2"
"A_23_P125829"	0.9355925	0.719	-0.3684117	-6.153968	-0.0860305	"PGK1"
"A_23_P159671"	0.9758389	0.886	0.1468541	-6.212857	0.0552331	"PHKA2"
"A_24_P296457"	0.6944508	0.203	-1.343005	-5.351601	-0.3465386	"PHKG2"
"A_21_P0011417"	0.3517047	0.0194	2.6799971	-3.30703	1.0635563	"PKD1"
"A_21_P0014687"	0.3646068	0.0216	2.6238615	-3.403873	0.5572182	"PKD1"
"A_33_P3812815"	0.6547679	0.163	1.481951	-5.176966	0.4128015	"PKD1"
"A_21_P0011419"	0.7802721	0.333	1.0062979	-5.719253	0.2248429	"PKD1"
"A_21_P0011418"	0.6923588	0.201	1.3492452	-5.344024	0.2776442	"PKD1"
"A_24_P106112"	0.9102466	0.633	-0.4899439	-6.100637	-0.1906946	"PKD2"
"A_23_P201022"	0.8716163	0.52	0.6615414	-6.000853	0.1464606	"PKLR"
"A_23_P23296"	0.9119041	0.638	-0.482771	-6.10419	-0.1121453	"PKP1"
"A_33_P3393971"	0.8212342	0.413	-0.846009	-5.863068	-0.6122048	"PKP1"
"A_23_P321949"	0.97985	0.905	0.1218919	-6.216335	0.0214863	"PLA2G2A"
"A_23_P30693"	0.9951816	0.981	0.0246752	-6.223728	0.0067051	"PLG"
"A_33_P3358824"	0.5928042	0.112	-1.7113643	-4.863692	-0.5670435	"PLOD1"
"A_23_P137532"	0.6099094	0.123	-1.6526517	-4.946596	-0.4752691	"PLOD1"
"A_23_P432360"	0.9361403	0.722	0.3645316	-6.155428	0.1167574	"PMM2"
"A_23_P100711"	0.918731	0.661	-0.4494196	-6.120045	-0.2965953	"PMP22"
"A_23_P31399"	0.5472612	0.084	-1.8771824	-4.620486	-0.9912662	"PON2"
"A_23_P155539"	0.9325991	0.706	0.385608	-6.147314	0.1402779	"POU1F1"
"A_23_P114210"	0.5537883	0.0881	-1.8499897	-4.661235	-0.3947996	"POU3F4"
"A_24_P74371"	0.8792618	0.542	-0.6270446	-6.023163	-0.1739666	"CTSA"
"A_23_P201400"	0.8260551	0.423	-0.82917	-5.876906	-0.3859905	"PPOX"
"A_23_P62659"	0.8571722	0.488	-0.713871	-5.964899	-0.1638424	"PPT1"
"A_24_P276628"	0.9909417	0.964	0.046603	-6.222917	0.0156572	"PPT1"
"A_23_P109143"	0.7146372	0.23	-1.2618881	-5.447694	-0.3698212	"PRNP"
"A_33_P3379922"	0.7779787	0.329	-1.0149912	-5.710845	-0.6743005	"PROC"
"A_23_P40096"	0.7439624	0.271	-1.1512183	-5.571316	-0.7016559	"PROC"
"A_21_P0012453"	0.3118151	0.0135	-2.8744212	-2.968357	-0.8659324	"PROS1"
"A_23_P73114"	0.0406776	0.00016	-5.3135463	1.188407	-1.1941449	"PROS1"
"A_33_P3212555"	0.0713313	0.000493	-4.6616857	0.139677	-0.8929076	"PROS1"
"A_21_P0012451"	0.0806987	0.000641	-4.5136389	-0.107187	-0.8350357	"PROS1"
"A_24_P913115"	0.4637467	0.0463	-2.2119526	-4.095186	-0.7157957	"PTEN"
"A_23_P98085"	0.6726875	0.179	-1.4226647	-5.252974	-0.5484238	"PTEN"
"A_23_P24835"	0.9913065	0.965	0.0446699	-6.223009	0.0080316	"PTH"
"A_23_P167030"	0.7601737	0.298	1.0859306	-5.639984	0.5489335	"PTH1R"
"A_23_P127579"	0.8739715	0.527	-0.6506071	-6.008045	-0.1427127	"PTS"
"A_24_P372932"	0.9134023	0.643	-0.4749267	-6.108017	-0.1540172	"PEX5"
"A_33_P3398897"	0.306101	0.0126	-2.9105877	-2.904907	-0.6219113	"QDPR"
"A_23_P204850"	0.5067697	0.0639	-2.0328908	-4.381257	-0.6747027	"RB1"
"A_23_P214459"	0.3647518	0.0216	2.6227623	-3.405764	0.422557	"PRPH2"
"A_23_P256572"	0.8009391	0.371	0.9270874	-5.793018	0.3000265	"RHAG"
"A_23_P163361"	0.8162622	0.4	-0.8719471	-5.84127	-0.2543866	"RLBP1"
"A_23_P105002"	0.9501209	0.784	0.2802344	-6.183403	0.0648153	"ROM1"
"A_33_P3299656"	0.8225551	0.416	-0.8405991	-5.867541	-0.2676017	"RPGR"
"A_23_P136964"	0.8473411	0.47	-0.7447914	-5.942474	-0.1911056	"RPGR"
"A_23_P34473"	0.902351	0.608	0.5266603	-6.081665	0.1945502	"RPE65"
"A_23_P354855"	0.787885	0.348	0.9756486	-5.748407	0.3729818	"RS1"
"A_24_P335092"	0.8859436	0.559	0.6004598	-6.039591	0.2039749	"SAA1"
"A_33_P3409099"	0.8850368	0.557	-0.6036865	-6.037633	-0.1868129	"ATXN1"
"A_24_P294842"	0.823262	0.418	-0.8370788	-5.870437	-0.331438	"ATXN1"
"A_33_P3320772"	0.9638866	0.838	-0.2086264	-6.201487	-0.094234	"ATXN1"
"A_33_P3320782"	0.9499154	0.783	0.2819688	-6.1829	0.0778555	"ATXN7"
"A_24_P270999"	0.9682085	0.855	-0.1866421	-6.205984	-0.0740193	"SCN4A"
"A_24_P128233"	0.9403133	0.74	-0.3389273	-6.164685	-0.0636286	"SCN5A"
"A_32_P83098"	0.9805916	0.907	-0.1187563	-6.216726	-0.0241562	"SCNN1B"
"A_33_P3267375"	0.8914595	0.571	0.5822343	-6.050467	0.1401008	"SGCD"
"A_32_P4595"	0.8389665	0.45	0.7791281	-5.916558	0.2017984	"SGCD"
"A_33_P3282454"	0.9149976	0.647	0.468975	-6.110881	0.1899317	"SLC12A1"
"A_24_P136029"	0.9866501	0.941	-0.0751622	-6.221112	-0.0175642	"SLC12A1"
"A_23_P77653"	0.561793	0.0946	1.8089551	-4.722103	0.4523995	"SLC12A3"
"A_24_P405705"	0.8870728	0.561	-0.5968029	-6.041799	-0.2174398	"SLC2A2"
"A_33_P3418426"	0.7371475	0.259	1.1828758	-5.536864	0.3391794	"SLC3A1"
"A_24_P217234"	0.9447412	0.757	0.3160286	-6.172403	0.0693115	"SLC3A1"
"A_33_P3400217"	0.8745498	0.53	0.6465513	-6.010684	0.1696132	"SLC4A1"
"A_23_P89380"	0.8302522	0.432	0.8113964	-5.891243	0.2268465	"SLC4A1"
"A_23_P77980"	0.7136071	0.228	-1.2666459	-5.442183	-0.2915655	"SLC4A1"
"A_24_P385190"	0.4725021	0.0493	-2.1764611	-4.15272	-0.6423519	"SLC4A1"
"A_23_P17826"	0.7494254	0.279	-1.1308902	-5.593044	-0.2728807	"SLC5A1"
"A_23_P58466"	0.9109652	0.635	-0.4868786	-6.102161	-0.102513	"SMN2"
"A_23_P58466"	0.9109652	0.635	-0.4868786	-6.102161	-0.102513	"SMN1"
"A_23_P26847"	0.8955473	0.585	-0.5598858	-6.06337	-0.1245939	"SOX9"
"A_23_P65506"	0.6119663	0.125	-1.6443899	-4.958117	-0.3846738	"SPTB"
"A_23_P28186"	0.9823138	0.915	-0.1084052	-6.217946	-0.0619663	"SRD5A2"
"A_23_P8981"	0.7920183	0.356	-0.9588869	-5.764026	-1.2228602	"STAR"
"A_23_P160940"	0.8785549	0.54	0.630126	-6.021215	0.3505237	"ABCA4"
"A_24_P331560"	0.3217259	0.0148	-2.8265538	-3.052143	-0.7349683	"STS"
"A_23_P24774"	0.7071131	0.22	-1.291056	-5.41366	-0.2378843	"ABCC8"
"A_24_P330633"	0.7678094	0.311	-1.055109	-5.67126	-0.1870244	"TAT"
"A_23_P257307"	0.9267537	0.686	0.4139658	-6.135696	0.1411843	"SERPINA7"
"A_23_P40611"	0.7205918	0.237	-1.2430179	-5.469396	-0.4792459	"TCN2"
"A_23_P156327"	0.5631918	0.0952	-1.8050475	-4.727859	-1.7528924	"TGFBI"
"A_23_P65618"	0.3503055	0.0192	2.6854177	-3.297653	1.2042624	"TGM1"
"A_23_P91390"	0.7017253	0.214	1.3107379	-5.390363	0.7118576	"THBD"
"A_23_P399078"	0.9440319	0.755	-0.3195302	-6.171257	-0.294008	"TIMP3"
"A_23_P67453"	0.8801177	0.544	-0.6245291	-6.024746	-0.2824018	"TNNI3"
"A_23_P34700"	0.9513799	0.788	0.2750521	-6.184887	0.0769504	"TNNT2"
"A_32_P95739"	0.9810805	0.91	-0.1153129	-6.217144	-0.0170891	"TPI1"
"A_24_P44462"	0.6304256	0.141	-1.5699988	-5.060197	-0.683588	"TPM1"
"A_33_P3317321"	0.8518242	0.479	-0.7293331	-5.953794	-0.2266791	"TPMT"
"A_24_P329635"	0.9773616	0.892	0.1383031	-6.214121	0.0359333	"TSC1"
"A_24_P252462"	0.9788735	0.9	-0.1286023	-6.215463	-0.0363413	"TTPA"
"A_23_P130333"	0.8584067	0.492	-0.7071113	-5.969685	-0.1961479	"TTR"
"A_32_P194062"	0.7745706	0.323	1.0279947	-5.698155	0.4298049	"TYR"
"A_33_P3239214"	0.8173469	0.403	0.8662521	-5.846106	0.1930449	"TYR"
"A_23_P312505"	0.8172225	0.402	-0.8667762	-5.845662	-0.1985809	"TYR"
"A_23_P6624"	0.8816502	0.547	-0.6183282	-6.028623	-0.129068	"UMPS"
"A_23_P63050"	0.7902738	0.353	-0.9652461	-5.758128	-0.2471921	"UROD"
"A_23_P35609"	0.2139843	0.00516	-3.3818446	-2.071848	-0.9031661	"UROS"
"A_33_P3233565"	0.3123276	0.0136	-2.8702492	-2.975668	-0.8924048	"UROS"
"A_23_P96331"	0.9772705	0.892	-0.1389077	-6.214034	-0.033659	"WAS"
"A_33_P3270863"	0.9521612	0.791	-0.2706468	-6.186128	-0.0963288	"XDH"
"A_23_P60283"	0.6291822	0.14	-1.5772346	-5.050402	-0.3607476	"XPA"
"A_32_P128656"	0.9070847	0.624	0.5024968	-6.094298	0.1240854	"MID1"
"A_33_P3336617"	0.9859688	0.935	0.0838085	-6.220399	0.0244764	"ALDH3A2"
"A_23_P79591"	0.9946847	0.979	0.0264901	-6.22368	0.0044491	"APOB"
"A_23_P310911"	0.8757131	0.532	-0.6424719	-6.013324	-0.1227647	"BLMH"
"A_23_P72025"	0.7246191	0.242	-1.229074	-5.48527	-0.5003601	"SLC25A20"
"A_23_P22548"	0.8451714	0.464	-0.7554005	-5.93458	-0.2058268	"CHM"
"A_24_P38815"	0.7712428	0.317	-1.0420487	-5.684287	-0.4188721	"TPP1"
"A_33_P3324454"	0.869865	0.516	0.6685364	-5.996194	0.2199279	"TPP1"
"A_23_P44569"	0.3953908	0.0275	2.4940661	-3.625737	0.9707555	"ABCC2"
"A_23_P33196"	0.5472677	0.0841	-1.8763374	-4.621757	-0.5590665	"COL5A2"
"A_23_P132147"	0.9075608	0.626	0.4991937	-6.095981	0.1350519	"CRYAA"
"A_33_P3323559"	0.778965	0.331	-1.0111103	-5.714606	-0.1649712	"CRYAA"
"A_33_P3341442"	0.8303851	0.433	0.8106574	-5.891833	0.1721658	"CSF2RB"
"A_23_P120899"	0.9928172	0.971	-0.0371044	-6.22333	-0.0093341	"CSF2RB"
"A_23_P34744"	0.5345124	0.0766	1.9303036	-4.53997	0.7293606	"CTSK"
"A_24_P365767"	0.891094	0.57	-0.5837991	-6.049546	-0.6750345	"CYBB"
"A_23_P46936"	0.8926731	0.575	0.5760153	-6.054105	0.295366	"EGR2"
"A_24_P401990"	0.9940894	0.977	-0.0296564	-6.223588	-0.0060673	"ERCC2"
"A_23_P130488"	0.7750238	0.324	-1.0265326	-5.699588	-0.3629678	"ERCC2"
"A_23_P13183"	0.8089832	0.386	-0.8983834	-5.818459	-0.3171636	"EXT2"
"A_23_P34093"	0.4611681	0.0453	2.2231614	-4.076936	0.9285068	"G6PD"
"A_23_P160154"	0.3460372	0.0186	-2.7039748	-3.265521	-0.6253861	"GALE"
"A_23_P61531"	0.8944274	0.58	-0.5675331	-6.059008	-0.2149971	"GLB1"
"A_24_P925314"	0.4694265	0.0486	2.1848771	-4.139112	1.168344	"GM2A"
"A_33_P3405334"	0.7555285	0.29	1.1054318	-5.619814	0.4963313	"GM2A"
"A_33_P3419006"	0.8709319	0.518	-0.6647965	-5.998691	-0.1528968	"GNRHR"
"A_33_P3265030"	0.4115749	0.0308	-2.4341901	-3.726974	-0.7847305	"GP1BB"
"A_23_P29124"	0.4532942	0.0419	-2.2663803	-4.006226	-0.804533	"GP1BB"
"A_23_P122414"	0.9186405	0.66	0.4501863	-6.119693	0.1138081	""
"A_24_P111996"	0.9078885	0.627	-0.4981426	-6.096514	-0.3078491	"HFE"
"A_23_P304991"	0.2238588	0.00582	-3.3187595	-2.183641	-0.927132	"HLCS"
"A_23_P321892"	0.9314901	0.703	0.3899305	-6.145595	0.1002783	"HRG"
"A_23_P15542"	0.9854691	0.932	-0.0876601	-6.220056	-0.0284467	"HSD17B1"
"A_23_P92954"	0.8001174	0.37	-0.9299364	-5.790455	-0.3281196	"HSD17B4"
"A_23_P139648"	0.9906487	0.96	-0.05093	-6.222698	-0.0173306	"IAPP"
"A_23_P8281"	0.9355097	0.718	-0.3690541	-6.153724	-0.2060836	"IFNGR1"
"A_24_P230563"	0.9339195	0.711	0.3796743	-6.149643	0.2383464	"IL2RA"
"A_23_P127288"	0.8511017	0.478	-0.7317646	-5.952028	-0.1933965	"IL2RA"
"A_23_P129556"	0.9842695	0.925	0.095453	-6.219316	0.0215791	"IL4R"
"A_24_P65373"	0.8750568	0.531	-0.6447533	-6.01185	-0.1177965	"ITGA2B"
"A_23_P252758"	0.8625865	0.501	0.6934707	-5.979216	0.3169318	"KEL"
"A_23_P49975"	0.6291822	0.14	-1.574975	-5.053464	-0.4360659	"KRT10"
"A_23_P96158"	0.5517777	0.0869	-1.8576155	-4.64984	-1.2284746	"KRT17"
"A_23_P116850"	0.6799573	0.188	-1.3911767	-5.29245	-0.3695752	"KRT2"
"A_23_P218047"	0.828562	0.429	-0.8179602	-5.885981	-0.1553195	"KRT5"
"A_24_P207995"	0.5576721	0.0911	1.8304894	-4.690255	0.3574903	"L1CAM"
"A_23_P70719"	0.7505627	0.281	1.1257616	-5.598477	0.386546	"LAMA2"
"A_23_P34452"	0.9936815	0.975	-0.0325435	-6.223495	-0.0119358	"LORICRIN"
"A_23_P405129"	0.2181064	0.00535	-3.3634154	-2.104503	-1.4141788	"LTBP2"
"A_23_P23996"	0.2645897	0.00876	-3.10247	-2.566672	-0.8034573	"MAT1A"
"A_21_P0011841"	0.6028253	0.118	1.6792684	-4.909233	0.5454118	"PAFAH1B1"
"A_24_P356406"	0.5807358	0.105	-1.7465536	-4.813169	-0.4427394	"PAFAH1B1"
"A_23_P118888"	0.6038444	0.119	1.6727053	-4.91848	0.5340448	"PAFAH1B1"
"A_23_P105592"	0.7973519	0.364	0.9422848	-5.779268	0.5171639	"MVK"
"A_23_P162547"	0.7145169	0.23	-1.2625294	-5.446952	-0.5636802	"MYL2"
"A_23_P138194"	0.9023657	0.608	0.5264215	-6.081792	0.252644	"NCF2"
"A_24_P394533"	0.5880522	0.109	1.7251055	-4.844036	0.4916339	"NEU1"
"A_33_P3313055"	0.0461692	0.000203	5.1745529	0.97028	1.6852948	"NOTCH3"
"A_32_P63848"	0.2123039	0.00507	-3.3912839	-2.055123	-1.3099464	"OXCT1"
"A_24_P71153"	0.5127309	0.066	-2.0140504	-4.410708	-0.5796553	"PAFAH2"
"A_23_P137765"	0.4549922	0.0425	-2.2588941	-4.018513	-0.6346475	"PAFAH2"
"A_24_P174793"	0.9683667	0.856	0.185601	-6.206184	0.0694228	"PCSK1"
"A_23_P81590"	0.9147748	0.647	0.4696346	-6.110565	0.2762096	"PDE6A"
"A_23_P331560"	0.8582999	0.492	-0.7078712	-5.96915	-0.3764392	"SLC26A4"
"A_33_P3405213"	0.8142719	0.396	-0.8795464	-5.834774	-0.4708809	"PECAM1"
"A_23_P252471"	0.8165167	0.4	-0.8707283	-5.842308	-0.4027578	"PECAM1"
"A_33_P3229402"	0.9647001	0.843	-0.2021277	-6.202868	-0.0944048	"PECAM1"
"A_23_P114084"	0.988364	0.948	0.0665438	-6.221746	0.018459	"PHEX"
"A_33_P3340615"	0.8503251	0.476	-0.733997	-5.950401	-0.2159074	"PON1"
"A_23_P103398"	0.6755081	0.183	-1.4107187	-5.268025	-0.4838675	"PSEN2"
"A_23_P360744"	0.393761	0.0272	-2.5009402	-3.614066	-1.0886286	"RAG1"
"A_33_P3382162"	0.8564726	0.487	0.7156649	-5.963622	0.1301573	"RFX5"
"A_24_P20032"	0.8615695	0.499	-0.6963768	-5.9772	-0.1141507	"RFX5"
"A_33_P3421053"	0.9627835	0.833	-0.2157147	-6.199931	-0.0773389	"SELE"
"A_23_P97112"	0.7132256	0.228	-1.2676352	-5.441035	-0.6856211	"SELE"
"A_23_P140009"	0.9400316	0.737	0.3428084	-6.163324	0.100336	"SLC10A2"
"A_23_P101774"	0.8945049	0.581	-0.5672669	-6.059161	-0.1470827	"SLC5A5"
"A_23_P154840"	0.7162957	0.232	1.255863	-5.45465	0.3069205	"SOD1"
"A_33_P3389148"	0.9496527	0.781	0.2842744	-6.182226	0.0808558	"STK11"
"A_23_P150857"	0.4887006	0.0561	-2.1052525	-4.266947	-0.600837	"SUOX"
"A_24_P330822"	0.3846394	0.0251	2.5438613	-3.540987	0.5376205	"HNF1B"
"A_23_P374695"	0.4351643	0.0361	2.3480324	-3.871232	0.4728405	"TEK"
"A_23_P121459"	0.9931757	0.972	0.035568	-6.223388	0.0073836	"THPO"
"A_24_P377124"	0.4532942	0.0419	2.2656913	-4.007358	0.4046175	"THPO"
"A_23_P67771"	0.9465802	0.765	-0.3058845	-6.175652	-0.0742142	"BARD1"
"A_23_P20045"	0.9469753	0.768	-0.3016722	-6.176971	-0.1110878	"PEX1"
"A_23_P71073"	0.6346828	0.144	1.5569045	-5.077847	0.5843047	"TWIST1"
"A_33_P3414591"	0.6733792	0.18	1.4201563	-5.256142	0.8643123	"TWIST1"
"A_23_P73632"	0.778332	0.33	1.0132296	-5.712553	0.3263997	"NR0B1"
"A_24_P278192"	0.8789924	0.541	-0.6279371	-6.0226	-0.203644	"AK1"
"A_23_P217088"	0.8972072	0.591	-0.5513382	-6.068178	-0.2570702	"AK1"
"A_23_P257834"	0.8572662	0.489	0.7130057	-5.965514	0.2493764	"ALB"
"A_24_P353619"	0.9297161	0.694	0.4020341	-6.140682	0.1018641	"ALPL"
"A_23_P78944"	0.9742617	0.881	-0.1530141	-6.2119	-0.057488	"AMH"
"A_23_P257164"	0.8177449	0.404	0.8638856	-5.848107	0.5085055	"AMT"
"A_24_P174503"	0.9867333	0.942	0.0740941	-6.221195	0.0387921	"AMT"
"A_23_P87036"	0.9719634	0.873	-0.1635165	-6.210177	-0.0685167	"APOA4"
"A_23_P208302"	0.3767763	0.0236	-2.5765428	-3.485109	-0.8066784	"APOC2"
"A_33_P3508822"	0.9691659	0.861	0.1793247	-6.20737	0.0847898	"APP"
"A_33_P3360097"	0.5362874	0.0781	-1.9189427	-4.557289	-0.51595	"APRT"
"A_33_P3304065"	0.9906338	0.96	0.0510089	-6.222694	0.0131273	"AQP2"
"A_33_P3229725"	0.4677741	0.0478	-2.1935751	-4.125025	-0.919377	"ARSA"
"A_23_P114626"	0.6352335	0.145	1.5546796	-5.080836	0.4555724	"SERPINC1"
"A_33_P3319940"	0.9618611	0.83	0.218839	-6.199229	0.0567304	"ATRX"
"A_33_P3380311"	0.966103	0.849	0.1944887	-6.204436	0.0469323	"ATRX"
"A_33_P3612589"	0.636086	0.146	-1.5522149	-5.084144	-0.3300582	"ATRX"
"A_33_P3319943"	0.8840887	0.554	-0.6080087	-6.034994	-0.1700941	"ATRX"
"A_23_P109133"	0.9862364	0.937	-0.0809027	-6.220647	-0.0211019	"AVP"
"A_23_P137366"	0.9579903	0.817	-0.2367404	-6.195012	-0.2399596	"C1QB"
"A_23_P215720"	0.7820681	0.337	0.9984042	-5.726835	0.1848664	"CFTR"
"A_23_P214144"	0.8112211	0.39	0.8907063	-5.825145	0.1631597	"COL10A1"
"A_23_P501010"	0.6457249	0.154	-1.5186476	-5.12885	-0.5562205	"COL17A1"
"A_23_P425066"	0.9346295	0.713	-0.3761493	-6.15101	-0.1116192	"CRYBB2"
"A_24_P329424"	0.9354724	0.717	0.3708443	-6.153044	0.0854566	"CYP11B1"
"A_23_P215997"	0.7640075	0.305	1.0695239	-5.656725	0.3137099	"CYP11B2"
"A_23_P163402"	0.9468871	0.767	-0.3027952	-6.176621	-0.080456	"CYP1A1"
"A_23_P257478"	0.7035841	0.216	1.3034301	-5.399044	0.4877132	"CYP21A2"
"A_23_P215454"	0.8193813	0.408	0.8554208	-5.855226	0.1776978	"ELN"
"A_24_P186943"	0.9065515	0.621	-0.5073336	-6.091815	-0.0768351	"ELN"
"A_33_P3222253"	0.9525491	0.792	-0.2688108	-6.186639	-0.1109582	"EPX"
"A_33_P3366667"	0.870058	0.516	0.6676879	-5.996762	0.1268508	"EYA1"
"A_33_P3216763"	0.7740689	0.323	1.0295097	-5.696667	0.2213864	"EYA1"
"A_23_P205177"	0.9716052	0.871	0.1656364	-6.209816	0.049404	"F10"
"A_33_P3233871"	0.8902856	0.568	-0.5869974	-6.047655	-0.1966222	"F12"
"A_23_P94879"	0.869865	0.516	-0.6686776	-5.996099	-0.6427786	"F2"
"A_23_P257111"	0.566625	0.0971	-1.7933426	-4.745059	-0.8623778	"FBP1"
"A_23_P44274"	0.5067697	0.0639	2.0323182	-4.382153	0.519483	"FGA"
"A_23_P148088"	0.9467997	0.767	-0.3031412	-6.176513	-0.0600544	"FGG"
"A_33_P3298326"	0.9589082	0.819	-0.2330769	-6.195902	-0.0514853	"FSHB"
"A_24_P942969"	0.6511379	0.16	1.4954194	-5.1594	0.3916276	"FUT2"
"A_23_P106562"	0.9555807	0.805	-0.2520868	-6.191137	-0.1112024	"GALNS"
"A_23_P96623"	0.8826883	0.55	0.6142625	-6.031145	0.1695297	"OPN1MW"
"A_24_P25544"	0.8230218	0.417	0.8391679	-5.86872	0.1477514	"GDNF"
"A_23_P167683"	0.3495862	0.0191	2.6896347	-3.290355	0.8820717	"GDNF"
"A_23_P207194"	0.7764155	0.327	1.020978	-5.705019	0.191534	"GH1"
"A_33_P3258362"	0.9011313	0.604	0.5315687	-6.079029	0.4608835	"HBA2"
"A_24_P142305"	0.7640075	0.305	-1.0686589	-5.657602	-0.2218107	"HBA2"
"A_23_P26457"	0.9458999	0.762	0.3096912	-6.174445	0.2874008	"HBA2"
"A_23_P203558"	0.9906487	0.96	-0.0508848	-6.2227	-0.0097817	"HBB"
"A_24_P75190"	0.5251855	0.0721	-1.9647874	-4.487079	-0.3138293	"HBD"
"A_23_P129101"	0.4579941	0.0441	-2.2385852	-4.051763	-0.7703739	"HEXA"
"A_23_P156049"	0.4989576	0.0607	-2.0617548	-4.335883	-0.8153579	"HEXB"
"A_23_P389281"	0.4765015	0.0507	-2.1618726	-4.176255	-0.8284894	"HOXA13"
"A_33_P3246268"	0.6732021	0.18	1.4210049	-5.255071	0.5701625	"HOXD13"
"A_24_P97687"	0.9808884	0.909	-0.1160316	-6.217058	-0.0362543	"HTR1A"
"A_23_P1973"	0.9522551	0.792	-0.2700334	-6.186299	-0.055761	"KCNJ11"
"A_21_P0011517"	0.9784992	0.898	-0.1305291	-6.215205	-0.0289157	"KRT14"
"A_33_P3345534"	0.6146181	0.127	-1.6336674	-4.973016	-1.2343429	"KRT14"
"A_21_P0011633"	0.4300825	0.0351	2.3632744	-3.845841	0.531453	"KRT14"
"A_24_P117029"	0.4606906	0.045	2.2276513	-4.069615	1.3800771	"LDLR"
"A_24_P370156"	0.8129699	0.393	-0.8848336	-5.830225	-0.4723687	"MAN2B1"
"A_23_P38649"	0.5044341	0.0626	-2.0444942	-4.363053	-0.9435907	"MC2R"
"A_33_P3368991"	0.9326685	0.707	0.3848894	-6.147598	0.1259901	"MPZ"
"A_23_P138089"	0.9387038	0.734	0.3476802	-6.161594	0.1293383	"MPZ"
"A_23_P257355"	0.9129518	0.641	-0.4775183	-6.106759	-0.1081265	"OTC"
"A_24_P302802"	0.560376	0.0931	-1.817995	-4.708759	-0.4891737	"PCCB"
"A_23_P40059"	0.9542048	0.802	-0.2566896	-6.189927	-0.130356	"PMS1"
"A_21_P0013247"	0.8757131	0.532	0.6425013	-6.013305	0.1448067	"PMS2"
"A_24_P374586"	0.8486855	0.473	0.7402103	-5.945851	0.1724772	"PMS2"
"A_24_P195476"	0.9942137	0.978	0.0284002	-6.223626	0.0052856	"PMS2"
"A_23_P93792"	0.9813635	0.911	-0.1135974	-6.217348	-0.0303444	"PMS2"
"A_32_P140706"	0.8661091	0.508	0.6819462	-5.987135	0.1568538	"PMS2"
"A_21_P0013251"	0.8625103	0.5	0.6943039	-5.978639	0.1825605	"PMS2"
"A_23_P64525"	0.8089832	0.386	-0.8983399	-5.818497	-0.3003699	"RAG2"
"A_23_P34637"	0.7524379	0.284	-1.1191517	-5.605449	-0.2523033	"REN"
"A_23_P315789"	0.9828792	0.92	-0.1023252	-6.218611	-0.0468271	"RFXAP"
"A_23_P407472"	0.5595985	0.0923	-1.8231028	-4.701203	-0.4340867	"RHO"
"A_23_P78867"	0.7371475	0.259	-1.1832417	-5.536461	-0.5232347	"RYR1"
"A_23_P5853"	0.7090793	0.223	-1.2816583	-5.42469	-0.5896677	"SAG"
"A_33_P3275878"	0.7592035	0.296	1.0906732	-5.635106	0.3457899	"SFTPB"
"A_33_P3275873"	0.9603847	0.825	-0.2259511	-6.197593	-0.0695688	"SFTPB"
"A_23_P203488"	0.9645716	0.842	0.203297	-6.202622	0.0701177	"SMPD1"
"A_33_P3214650"	0.1372984	0.00192	3.9103351	-1.140941	0.6378033	"TAP2"
"A_33_P3299119"	0.5493931	0.0854	-1.8677986	-4.634585	-0.4791879	"HNF1A"
"A_33_P3328312"	0.9090634	0.63	-0.4938986	-6.098657	-0.1367456	"HNF1A"
"A_23_P26810"	0.7725725	0.319	1.0383562	-5.687946	0.1988688	"TP53"
"A_33_P3315764"	0.5127309	0.066	2.0139647	-4.410842	0.7017904	"TP53"
"A_23_P66110"	0.8464771	0.468	-0.7488624	-5.939457	-0.1648749	"TSC2"
"A_23_P12128"	0.9397137	0.736	0.3444128	-6.162757	0.0935749	"TSHB"
"A_33_P3399980"	0.9172602	0.656	0.4566811	-6.116686	0.1497546	"TYRP1"
"A_23_P94403"	0.9630865	0.834	0.2134564	-6.200432	0.0552514	"TYRP1"
"A_33_P3419938"	0.6235868	0.135	1.5998728	-5.019569	0.4215893	"VHL"
"A_23_P105562"	0.8172225	0.402	-0.8675788	-5.844982	-0.3767252	"VWF"
"A_21_P0012280"	0.9907571	0.961	0.0496189	-6.222766	0.0198788	"VWF"
"A_23_P250813"	0.9679633	0.854	-0.1875371	-6.20581	-0.0344896	"WRN"
"A_33_P3370707"	0.3659889	0.0218	-2.6178261	-3.414256	-0.802664	"CRX"
"A_23_P500328"	0.9211339	0.669	0.4379431	-6.125248	0.1169663	"DCX"
"A_23_P259955"	0.5699194	0.099	-1.7823013	-4.761226	-0.3226112	"GDF5"
"A_23_P53137"	0.8740177	0.527	0.6504074	-6.008176	0.0987618	"HBG1"
